,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,tconst
5427,s5428,Movie,scarecrow,Khaled Marei,"['ahmed helmy', 'menna shalaby', 'khaled el sawy']",['egypt'],"August 20, 2020",2019,3,121 min,"Comedies, International Movies","When his former partners vote to sell off a pricey piece of stolen jewelry, a thief recruits his grandson to help him retain it and repent for his deed.",938
5428,s5429,Movie,scary movie,Keenen Ivory Wayans,"['anna faris', 'jon abrahams', 'shannon elizabeth']",['united states'],"January 1, 2020",2000,3,88 min,"Comedies, Horror Movies","The Wayans brothers spoof some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix and American Pie.",7521
5430,s5431,Movie,schindler's list,Steven Spielberg,"['liam neeson', 'ben kingsley', 'ralph fiennes']",['united states'],"April 1, 2018",1993,3,195 min,"Classic Movies, Dramas","Oskar Schindler becomes an unlikely humanitarian, spending his entire fortune to help save 1,100 Jews from Auschwitz during World War II.",12870
5432,s5433,Movie,school daze,Spike Lee,"['laurence fishburne', 'giancarlo esposito', 'tisha campbell-martin']",['united states'],"November 1, 2020",1988,3,120 min,"Comedies, Dramas","At a Historically Black College, a student activist and his cousin pledging a fraternity navigate social divides amid parties, protests and conflicts.",7673
5437,s5438,Movie,scooby-doo on zombie island,"Hiroshi Aoyama, Kazumi Fukushima, Jim Stenstrum","['scott innes', 'billy west', 'mary kay bergman']",['united states'],"December 15, 2019",1998,3,77 min,Children & Family Movies,"When Daphne's TV show does a segment on real monsters, the gang fires up the Mystery Machine and heads to Moonscar Island, where zombies await.",11552
5441,s5442,TV Show,scream,,"['willa fitzgerald', 'bex taylor-klaus', 'john karna']",['united states'],"September 1, 2019",2019,3,3 Seasons,"Crime TV Shows, TV Horror, TV Mysteries","In this new TV series sequel to the classic horror franchise, a cyberbullying incident in Lakewood leads to a murder with chilling echoes of the past.",2395
5442,s5443,Movie,scream 2,Wes Craven,"['neve campbell', 'david arquette', 'courteney cox']",['united states'],"October 1, 2019",1997,3,121 min,Horror Movies,"Gale has written a best-seller which has been turned into a film. As the movie premiere looms closer, the mysterious deaths begin again.",12224
5443,s5444,Movie,scream 3,Wes Craven,"['david arquette', 'neve campbell', 'courteney cox']",['united states'],"July 1, 2019",2000,3,117 min,Horror Movies,"This installment of the tongue-in-cheek horror franchise finds Sidney Prescott once again battling a crazed killer – this time, on a movie set.",2376
5449,s5450,Movie,searching for bobby fischer,Steven Zaillian,"['max pomeranc', 'joe mantegna', 'joan allen']",['united states'],"December 7, 2020",1993,3,110 min,"Children & Family Movies, Classic Movies, Dramas","When a father learns that his 7-year-old son is a whiz at speed chess, he hires an implacable chess master to coach the boy for competitions.",10461
5451,s5452,Movie,season of the witch,Dominic Sena,"['nicolas cage', 'ron perlman', 'christopher lee']",['united states'],"April 26, 2019",2011,3,95 min,"Action & Adventure, Sci-Fi & Fantasy",A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague.,10546
5531,s5532,Movie,shabd,Leena Yadav,"['sanjay dutt', 'aishwarya rai bachchan', 'zayed khan']",['india'],"April 15, 2019",2005,3,146 min,"Dramas, International Movies, Romantic Movies","When a novelist seeks inspiration by urging his wife to have an affair, the line between his story and his real life grows disconcertingly blurry.",6809
5536,s5537,TV Show,shaka zulu,,"['edward fox', 'robert powell', 'trevor howard']","['italy', 'south africa', 'other']","January 10, 2019",1986,3,1 Season,TV Dramas,"This miniseries recounts the early 19th-century conflict between the expanding British Empire in Africa and Shaka, the leader of the vast Zulu Nation.",3384
5551,s5552,TV Show,she,,"['aaditi pohankar', 'vijay varma', 'vishwas kini']",['india'],"March 20, 2020",2020,3,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",An undercover assignment to expose a drug ring becomes a timid Mumbai constable’s road to empowerment as she realizes her dormant sexuality's potential.,6466
5558,s5559,Movie,she's the one,Mae Czarina Cruz,"['bea alonzo', 'dingdong dantes', 'enrique gil']",['philippines'],"December 10, 2020",2013,3,111 min,"Dramas, International Movies, Romantic Movies","When his best friend gets stranded in the rain and becomes the subject of a romantic viral video, a morning show host must confront his true feelings.",17147
5563,s5564,Movie,sherlock holmes,Guy Ritchie,"['robert downey jr.', 'jude law', 'rachel mcadams']","['united states', 'germany', 'united kingdom']","January 1, 2021",2009,3,128 min,"Action & Adventure, Comedies",The game is afoot for an eccentric detective who must use his brains and brawn to track down a nefarious nemesis with the help of his partner.,1332
5603,s5604,TV Show,signs,,"['andrzej konopka', 'helena sujecka', 'piotr trojan']",['other'],"September 16, 2020",2020,3,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","When a young woman's murder shows similarities to a decade-old cold case, a new police commander must break the silence permeating an Owl Mountain town.",4043
5616,s5617,Movie,sin city,Pascal Amanfo,"['yvonne nelson', 'kunle remi', 'adjetey anang']",[],"August 5, 2020",2019,3,101 min,"International Movies, Thrillers",A busy couple tries to give their love life a boost by taking an impromptu weekend trip only to find their relationship tested in unexpected ways.,5991
5642,s5643,TV Show,sisters,,"['lucy durack', 'antonia prebble', 'maria angelico']",['australia'],"September 1, 2018",2018,3,1 Season,"International TV Shows, TV Comedies, TV Dramas",Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,2647
5650,s5651,Movie,skins,Eduardo Casanova,"['ana polvorosa', 'candela peña', 'macarena gómez']",['spain'],"April 1, 2017",2017,3,78 min,"Dramas, International Movies","Deformed, disfigured characters must find a way to deal with society shunning their differences in this darkly comic social drama.",13500
5659,s5660,Movie,slam,Andrea Molaioli,"['ludovico tersigni', 'jasmine trinca', 'luca marinelli']",['italy'],"April 15, 2017",2017,3,99 min,"Comedies, Dramas, International Movies","Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol, pro skateboarder Tony Hawk.",1965
5660,s5661,TV Show,slasher,,"['katie mcgrath', 'brandon jay mclaren', 'steve byers']",['canada'],"June 23, 2020",2019,3,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers",Rampaging serial killers leave carnage in their wake as their next victims fight to stay alive in this horror anthology series.,13924
5666,s5667,Movie,sleepover,Joe Nussbaum,"['alexa penavega', 'mika boorem', 'jane lynch']",['united states'],"March 1, 2020",2004,3,89 min,"Comedies, Romantic Movies","As high school approaches, four best friends have a summer sleepover and participate in a scavenger hunt against their popular archrivals.",6868
5667,s5668,Movie,sling blade,Billy Bob Thornton,"['billy bob thornton', 'dwight yoakam', 'j.t. walsh']",['united states'],"November 1, 2019",1996,3,135 min,"Dramas, Independent Movies","A man returns home after being released from a psychiatric hospital, where he'd been confined since age 12 for murdering his mother and her lover.",5788
5673,s5674,Movie,small soldiers,Joe Dante,"['kirsten dunst', 'gregory smith', 'jay mohr']",['united states'],"June 1, 2019",1998,3,110 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","When the Commando Elite, a group of toy action figures, are released before they've been tested, they attack the children playing with them.",10527
5682,s5683,Movie,snow day,Chris Koch,"['chris elliott', 'mark webber', 'jean smart']",['united states'],"January 1, 2020",2000,3,89 min,"Children & Family Movies, Comedies","When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist.",6188
5686,s5687,Movie,socha na tha,Imtiaz Ali,"['abhay deol', 'ayesha takia', 'apoorva jha']",['india'],"July 1, 2018",2005,3,137 min,"Comedies, International Movies, Romantic Movies","An arranged marriage becomes a friendship for Viren and Aditi, who aren't in love – until they begin having unexpected feelings for each other.",12992
5695,s5696,Movie,soldier,Abbas Mustan,"['rakhee gulzar', 'bobby deol', 'preity zinta']",['india'],"September 1, 2020",1998,3,155 min,"Comedies, Dramas, International Movies","On the run from Indian police, a mysterious man escapes to Australia and falls in love with the daughter of an Indian criminal who lives there.",8437
5696,s5697,Movie,solo,Hugo Stuven,"['alain hernández', 'aura garrido', 'ben temple']",['spain'],"January 11, 2019",2018,3,91 min,"Dramas, Independent Movies, International Movies","In a remote area of the Canary Islands, a surfer falls off a cliff. Fighting to survive, he reflects on his life and past romance. Based on true events.",7354
5706,s5707,TV Show,someone like you,,"['kingone wang', 'lorene ren', 'sean lee']",['taiwan'],"October 1, 2016",2015,3,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After losing his sight and his fiancee in an accident, a man hires a caregiver who mysteriously sounds – and looks – just like his late girlfriend.",16037
5709,s5710,Movie,something's gotta give,Nancy Meyers,"['jack nicholson', 'diane keaton', 'keanu reeves']",['united states'],"August 1, 2019",2003,3,128 min,"Comedies, Romantic Movies","Still sexy at 60, Harry Sanborn wines and dines women half his age. But a getaway with his girlfriend goes awry when her mother drops in unannounced.",30
5719,s5720,TV Show,sonic x,,"['junichi kanemaru', 'sanae kobayashi', 'ryo hirohashi']",['japan'],"January 29, 2020",2003,1,2 Seasons,"Anime Series, Kids' TV","A mission gone awry transports Sonic the Hedgehog, his friends, Dr. Eggman and the Chaos Emeralds to another dimension: Earth.",2323
5730,s5731,Movie,sour grapes,"Jerry Rothwell, Reuben Atlas",[],['united kingdom'],"November 18, 2016",2016,2,85 min,Documentaries,A dizzying chronicle of excess and deception dissects a fascinating case of fine-wine fraud and the con man who cheated investors out of millions.,1933
5732,s5733,Movie,space cowboys,Clint Eastwood,"['clint eastwood', 'tommy lee jones', 'donald sutherland']",['united states'],"August 1, 2019",2000,3,130 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.,6449
5741,s5742,TV Show,spartacus,,"['andy whitfield', 'liam mcintyre', 'dustin clare']",['united states']," February 1, 2015",2013,3,4 Seasons,"TV Action & Adventure, TV Dramas","A Thracian man is condemned to a brutal death in the arena, only to outlast his executioners and be reborn as the enslaved gladiator Spartacus.",1946
5773,s5774,Movie,spy kids,Robert Rodriguez,"['antonio banderas', 'carla gugino', 'alan cumming']",['united states'],"April 1, 2019",2001,3,88 min,"Children & Family Movies, Comedies",The tables are turned when pint-sized kids Carmen and Juni must rescue their secret-agent parents from the diabolical clutches of Alexander Minion.,3466
5774,s5775,Movie,spy kids 2: the island of lost dreams,Robert Rodriguez,"['antonio banderas', 'carla gugino', 'alexa penavega']",['united states'],"March 8, 2019",2002,3,100 min,"Children & Family Movies, Comedies","Spy kids Carmen and Juni Cortez team up with two other pint-size secret agents, Gary and Gerti Giggles, in order to take on an evil scientist.",2680
5798,s5799,Movie,starsky & hutch,Todd Phillips,"['ben stiller', 'owen wilson', 'vince vaughn']",['united states'],"July 1, 2019",2004,3,101 min,"Action & Adventure, Comedies",New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.,6042
5835,s5836,Movie,stranger than fiction,Marc Forster,"['will ferrell', 'maggie gyllenhaal', 'dustin hoffman']","['united states', 'united kingdom']","October 1, 2020",2006,3,113 min,"Comedies, Romantic Movies","As a writer ponders how to kill off her main character, the man begins hearing her voice in his head and realizes that his days are numbered.",6382
5846,s5847,Movie,strictly ballroom,Baz Luhrmann,"['paul mercurio', 'tara morice', 'bill hunter']","['australia', 'united kingdom']","January 1, 2020",1992,3,95 min,"Classic Movies, Comedies, Romantic Movies","Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner.",8753
